canonical_agent_id,original_agent_id,employee_code,agent_name,vendor_id,team,status,confidence,resolution_reason
AGT0000380,AGT0000380,EMP00412,Sneha Das,VND0000014,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000711,AGT0000711,EMP00413,Sneha Das,VND0000015,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000416,AGT0000416,EMP00414,Pooja Nair,VND0000015,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000812,AGT0000812,EMP00415,Neha Singh,VND0000006,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000352,AGT0000352,EMP00416,Ananya Rao,VND0000010,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000941,AGT0000941,EMP00417,Neha Singh,VND0000001,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000371,AGT0000371,EMP00418,Priya Mehta,VND0000007,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000060,AGT0000060,EMP00419,Vikram Shah,VND0000010,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000607,AGT0000607,EMP00420,Aarav Sharma,VND0000005,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000800,AGT0000800,EMP00421,Vikram Shah,VND0000010,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000608,AGT0000608,EMP00422,Aarav Sharma,VND0000010,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000401,AGT0000401,EMP00423,Ananya Rao,VND0000002,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000875,AGT0000875,EMP00424,Vikram Shah,VND0000010,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000126,AGT0000126,EMP00425,Vikram Shah,VND0000009,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000254,AGT0000254,EMP00426,Priya Mehta,VND0000009,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000966,AGT0000966,EMP00427,Sneha Das,VND0000001,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000638,AGT0000638,EMP00428,Ananya Rao,VND0000012,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000440,AGT0000440,EMP00429,Rohan Patel,VND0000008,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000586,AGT0000586,EMP00430,Pooja Nair,VND0000006,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000910,AGT0000910,EMP00431,Priya Mehta,VND0000010,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000460,AGT0000460,EMP00432,Rohan Patel,VND0000005,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000318,AGT0000318,EMP00433,Neha Singh,VND0000003,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000016,AGT0000016,EMP00434,Rohan Patel,VND0000013,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000381,AGT0000381,EMP00435,Neha Singh,VND0000003,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000259,AGT0000259,EMP00436,Rahul Verma,VND0000003,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000084,AGT0000084,EMP00437,Vikram Shah,VND0000014,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000244,AGT0000244,EMP00438,Rahul Verma,VND0000011,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000789,AGT0000789,EMP00439,Ananya Rao,VND0000015,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000877,AGT0000877,EMP00440,Sneha Das,VND0000012,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000706,AGT0000706,EMP00441,Rohan Patel,VND0000015,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000187,AGT0000187,EMP00442,Pooja Nair,VND0000008,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000855,AGT0000855,EMP00443,Neha Singh,VND0000002,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000319,AGT0000319,EMP00444,Pooja Nair,VND0000006,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000665,AGT0000665,EMP00445,Pooja Nair,VND0000008,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000381,AGT0000381,EMP00446,Neha Singh,VND0000004,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000055,AGT0000055,EMP00447,Priya Mehta,VND0000003,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000090,AGT0000090,EMP00448,Ananya Rao,VND0000011,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000472,AGT0000472,EMP00449,Neha Singh,VND0000011,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000213,AGT0000213,EMP00450,Sneha Das,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000821,AGT0000821,EMP00451,Amit Kumar,VND0000007,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000849,AGT0000849,EMP00452,Sneha Das,VND0000007,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000602,AGT0000602,EMP00453,Aarav Sharma,VND0000013,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000859,AGT0000859,EMP00454,Sneha Das,VND0000008,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000544,AGT0000544,EMP00455,Aarav Sharma,VND0000015,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000268,AGT0000268,EMP00456,Vikram Shah,VND0000013,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000068,AGT0000068,EMP00457,Aarav Sharma,VND0000010,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000134,AGT0000134,EMP00458,Neha Singh,VND0000015,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000307,AGT0000307,EMP00459,Rohan Patel,VND0000006,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000419,AGT0000419,EMP00460,Vikram Shah,VND0000005,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000971,AGT0000971,EMP00461,Neha Singh,VND0000004,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000557,AGT0000557,EMP00462,Ananya Rao,VND0000007,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000539,AGT0000539,EMP00463,Ananya Rao,VND0000009,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000776,AGT0000776,EMP00464,Amit Kumar,VND0000007,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000335,AGT0000335,EMP00465,Rohan Patel,VND0000012,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000675,AGT0000675,EMP00466,Priya Mehta,VND0000013,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000917,AGT0000917,EMP00467,Pooja Nair,VND0000004,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000647,AGT0000647,EMP00468,Ananya Rao,VND0000012,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000352,AGT0000352,EMP00469,Sneha Das,VND0000009,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000955,AGT0000955,EMP00470,Sneha Das,VND0000015,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000415,AGT0000415,EMP00471,Ananya Rao,VND0000009,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000649,AGT0000649,EMP00472,Sneha Das,VND0000003,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000991,AGT0000991,EMP00473,Pooja Nair,VND0000006,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000497,AGT0000497,EMP00474,Rohan Patel,VND0000008,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000193,AGT0000193,EMP00475,Ananya Rao,VND0000013,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000047,AGT0000047,EMP00476,Priya Mehta,VND0000009,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000532,AGT0000532,EMP00477,Pooja Nair,VND0000015,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000574,AGT0000574,EMP00478,Neha Singh,VND0000007,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000693,AGT0000693,EMP00479,Aarav Sharma,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000159,AGT0000159,EMP00480,Rohan Patel,VND0000014,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000385,AGT0000385,EMP00481,Ananya Rao,VND0000007,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000760,AGT0000760,EMP00482,Neha Singh,VND0000010,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000071,AGT0000071,EMP00483,Vikram Shah,VND0000004,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000227,AGT0000227,EMP00484,Pooja Nair,VND0000008,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000842,AGT0000842,EMP00485,Amit Kumar,VND0000009,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000542,AGT0000542,EMP00486,Rahul Verma,VND0000014,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000543,AGT0000543,EMP00487,Aarav Sharma,VND0000001,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000516,AGT0000516,EMP00488,Aarav Sharma,VND0000015,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000046,AGT0000046,EMP00489,Sneha Das,VND0000011,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000537,AGT0000537,EMP00490,Vikram Shah,VND0000002,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000367,AGT0000367,EMP00491,Priya Mehta,VND0000009,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000401,AGT0000401,EMP00492,Ananya Rao,VND0000006,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000672,AGT0000672,EMP00493,Ananya Rao,VND0000001,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000505,AGT0000505,EMP00494,Pooja Nair,VND0000009,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000929,AGT0000929,EMP00495,Rohan Patel,VND0000006,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000806,AGT0000806,EMP00496,Amit Kumar,VND0000009,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000615,AGT0000615,EMP00497,Rohan Patel,VND0000004,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000534,AGT0000534,EMP00498,Ananya Rao,VND0000007,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000299,AGT0000299,EMP00499,Neha Singh,VND0000007,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000427,AGT0000427,EMP00500,Pooja Nair,VND0000001,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000521,AGT0000521,EMP00501,Vikram Shah,VND0000003,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000614,AGT0000614,EMP00502,Amit Kumar,VND0000001,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000430,AGT0000430,EMP00503,Aarav Sharma,VND0000013,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000960,AGT0000960,EMP00504,Rahul Verma,VND0000004,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000714,AGT0000714,EMP00505,Amit Kumar,VND0000006,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000382,AGT0000382,EMP00506,Rohan Patel,VND0000015,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000307,AGT0000307,EMP00507,Priya Mehta,VND0000001,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000623,AGT0000623,EMP00508,Sneha Das,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000737,AGT0000737,EMP00509,Amit Kumar,VND0000005,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000043,AGT0000043,EMP00510,Aarav Sharma,VND0000015,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000054,AGT0000054,EMP00511,Sneha Das,VND0000010,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000663,AGT0000663,EMP00512,Sneha Das,VND0000011,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000812,AGT0000812,EMP00513,Rohan Patel,VND0000014,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000297,AGT0000297,EMP00514,Rahul Verma,VND0000010,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000717,AGT0000717,EMP00515,Aarav Sharma,VND0000012,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000575,AGT0000575,EMP00516,Priya Mehta,VND0000011,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000634,AGT0000634,EMP00517,Sneha Das,VND0000013,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000174,AGT0000174,EMP00518,Neha Singh,VND0000010,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000162,AGT0000162,EMP00519,Rahul Verma,VND0000014,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000207,AGT0000207,EMP00520,Neha Singh,VND0000015,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000312,AGT0000312,EMP00521,Ananya Rao,VND0000009,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000053,AGT0000053,EMP00522,Neha Singh,VND0000003,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000014,AGT0000014,EMP00523,Vikram Shah,VND0000006,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000095,AGT0000095,EMP00524,Amit Kumar,VND0000014,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000658,AGT0000658,EMP00525,Rohan Patel,VND0000004,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000729,AGT0000729,EMP00526,Ananya Rao,VND0000010,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000249,AGT0000249,EMP00527,Rahul Verma,VND0000006,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000991,AGT0000991,EMP00528,Pooja Nair,VND0000013,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000111,AGT0000111,EMP00529,Rohan Patel,VND0000012,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000576,AGT0000576,EMP00530,Priya Mehta,VND0000014,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000714,AGT0000714,EMP00531,Sneha Das,VND0000012,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000640,AGT0000640,EMP00532,Amit Kumar,VND0000004,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000129,AGT0000129,EMP00533,Pooja Nair,VND0000006,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000176,AGT0000176,EMP00534,Priya Mehta,VND0000013,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000689,AGT0000689,EMP00535,Amit Kumar,VND0000004,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000119,AGT0000119,EMP00536,Sneha Das,VND0000005,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000786,AGT0000786,EMP00537,Amit Kumar,VND0000012,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000497,AGT0000497,EMP00538,Pooja Nair,VND0000011,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000483,AGT0000483,EMP00539,Rahul Verma,VND0000002,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000871,AGT0000871,EMP00540,Neha Singh,VND0000012,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000803,AGT0000803,EMP00541,Sneha Das,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000235,AGT0000235,EMP00542,Vikram Shah,VND0000013,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000538,AGT0000538,EMP00543,Aarav Sharma,VND0000011,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000402,AGT0000402,EMP00544,Sneha Das,VND0000005,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000646,AGT0000646,EMP00545,Aarav Sharma,VND0000012,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000766,AGT0000766,EMP00546,Priya Mehta,VND0000005,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000728,AGT0000728,EMP00547,Pooja Nair,VND0000009,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000619,AGT0000619,EMP00548,Neha Singh,VND0000013,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000808,AGT0000808,EMP00549,Priya Mehta,VND0000012,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000563,AGT0000563,EMP00550,Neha Singh,VND0000013,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000133,AGT0000133,EMP00551,Neha Singh,VND0000015,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000144,AGT0000144,EMP00552,Sneha Das,VND0000010,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000679,AGT0000679,EMP00553,Amit Kumar,VND0000002,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000588,AGT0000588,EMP00554,Priya Mehta,VND0000012,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000158,AGT0000158,EMP00555,Vikram Shah,VND0000006,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000423,AGT0000423,EMP00556,Rahul Verma,VND0000001,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000425,AGT0000425,EMP00557,Rahul Verma,VND0000001,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000206,AGT0000206,EMP00558,Rohan Patel,VND0000015,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000317,AGT0000317,EMP00559,Vikram Shah,VND0000003,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000859,AGT0000859,EMP00560,Aarav Sharma,VND0000001,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000836,AGT0000836,EMP00561,Amit Kumar,VND0000004,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000955,AGT0000955,EMP00562,Rohan Patel,VND0000002,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000214,AGT0000214,EMP00563,Vikram Shah,VND0000014,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000410,AGT0000410,EMP00564,Rohan Patel,VND0000009,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000041,AGT0000041,EMP00565,Sneha Das,VND0000015,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000665,AGT0000665,EMP00566,Pooja Nair,VND0000015,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000351,AGT0000351,EMP00567,Priya Mehta,VND0000002,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000690,AGT0000690,EMP00568,Aarav Sharma,VND0000014,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000432,AGT0000432,EMP00569,Priya Mehta,VND0000011,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000874,AGT0000874,EMP00570,Rohan Patel,VND0000003,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000152,AGT0000152,EMP00571,Vikram Shah,VND0000004,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000403,AGT0000403,EMP00572,Sneha Das,VND0000007,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000598,AGT0000598,EMP00573,Aarav Sharma,VND0000003,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000917,AGT0000917,EMP00574,Neha Singh,VND0000015,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000300,AGT0000300,EMP00575,Amit Kumar,VND0000015,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000685,AGT0000685,EMP00576,Pooja Nair,VND0000004,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000232,AGT0000232,EMP00577,Sneha Das,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000156,AGT0000156,EMP00578,Sneha Das,VND0000001,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000376,AGT0000376,EMP00579,Priya Mehta,VND0000014,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000988,AGT0000988,EMP00580,Pooja Nair,VND0000005,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000100,AGT0000100,EMP00581,Sneha Das,VND0000006,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000367,AGT0000367,EMP00582,Pooja Nair,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000657,AGT0000657,EMP00583,Ananya Rao,VND0000007,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000026,AGT0000026,EMP00584,Aarav Sharma,VND0000001,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000968,AGT0000968,EMP00585,Ananya Rao,VND0000001,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000083,AGT0000083,EMP00586,Aarav Sharma,VND0000015,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000955,AGT0000955,EMP00587,Priya Mehta,VND0000004,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000226,AGT0000226,EMP00588,Pooja Nair,VND0000002,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000315,AGT0000315,EMP00589,Amit Kumar,VND0000005,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000600,AGT0000600,EMP00590,Vikram Shah,VND0000002,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000033,AGT0000033,EMP00591,Vikram Shah,VND0000005,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000180,AGT0000180,EMP00592,Priya Mehta,VND0000006,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000588,AGT0000588,EMP00593,Amit Kumar,VND0000004,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000802,AGT0000802,EMP00594,Sneha Das,VND0000014,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000353,AGT0000353,EMP00595,Vikram Shah,VND0000014,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000840,AGT0000840,EMP00596,Ananya Rao,VND0000013,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000481,AGT0000481,EMP00597,Amit Kumar,VND0000003,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000001,AGT0000001,EMP00598,Priya Mehta,VND0000015,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000327,AGT0000327,EMP00599,Vikram Shah,VND0000002,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000299,AGT0000299,EMP00600,Neha Singh,VND0000014,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000018,AGT0000018,EMP00601,Priya Mehta,VND0000009,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000092,AGT0000092,EMP00602,Rahul Verma,VND0000006,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000351,AGT0000351,EMP00603,Pooja Nair,VND0000002,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000505,AGT0000505,EMP00604,Rahul Verma,VND0000005,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000873,AGT0000873,EMP00605,Vikram Shah,VND0000009,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000400,AGT0000400,EMP00606,Amit Kumar,VND0000010,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000844,AGT0000844,EMP00607,Amit Kumar,VND0000015,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000097,AGT0000097,EMP00608,Ananya Rao,VND0000007,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000406,AGT0000406,EMP00609,Pooja Nair,VND0000003,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000381,AGT0000381,EMP00610,Sneha Das,VND0000007,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000220,AGT0000220,EMP00611,Rohan Patel,VND0000009,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000245,AGT0000245,EMP00612,Ananya Rao,VND0000001,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000437,AGT0000437,EMP00613,Neha Singh,VND0000003,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000148,AGT0000148,EMP00614,Rahul Verma,VND0000005,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000884,AGT0000884,EMP00615,Ananya Rao,VND0000003,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000972,AGT0000972,EMP00616,Aarav Sharma,VND0000007,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000259,AGT0000259,EMP00617,Priya Mehta,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000937,AGT0000937,EMP00618,Aarav Sharma,VND0000009,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
